2021-06-26 22:06:778 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:808 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (795d67fc88002e94cec6df584d729a14)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-27 19:06:853 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (795d67fc88002e94cec6df584d729a14)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-27 19:06:688 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:109 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (169b74cb1eebf901997e9e97d500d492)] -> link text: Computers]
2021-06-27 19:06:538 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (169b74cb1eebf901997e9e97d500d492)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-27 19:06:571 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (169b74cb1eebf901997e9e97d500d492)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-27 19:06:534 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:982 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (1094bdab29dd5f961c6a489f5dd2fece)] -> link text: Log in]
2021-06-27 19:06:29 INFO  LoginPage :59 - Getting text from : [[ChromeDriver: chrome on WINDOWS (1094bdab29dd5f961c6a489f5dd2fece)] -> xpath: //div[@class='page-title']//h1]
2021-06-27 19:06:324 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:977 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> xpath: //a[@class='ico-register']]
2021-06-27 19:06:137 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> id: FirstName]
2021-06-27 19:06:247 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> id: LastName]
2021-06-27 19:06:401 INFO  LoginPage :45 - Entering email address : vrajeshpatel@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> id: Email]
2021-06-27 19:06:543 INFO  LoginPage :50 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> id: Password]
2021-06-27 19:06:678 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> id: ConfirmPassword]
2021-06-27 19:06:696 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> xpath: //button[@id='register-button']]
2021-06-27 19:06:829 INFO  LoginPage :71 - Clicking On Logout Button : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> xpath: //a[contains(text(),'Log out')]]
2021-06-27 19:06:379 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (d1289d09b47c03befebd824c03368790)] -> link text: Log in]
2021-06-27 19:06:573 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:607 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (fa3397a17644341b0802f25b224971e9)] -> link text: Log in]
2021-06-27 19:06:174 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:271 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (957998f6cbd17c841b9c6ef3d8bfa9e1)] -> link text: Log in]
2021-06-27 19:06:700 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:428 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (7f3ad24f0dccdd600ece28beabcd8d81)] -> link text: Log in]
2021-06-27 19:06:201 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:905 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (0a74fa9ef77dfe6d93abd89cbefefdb9)] -> xpath: //a[@class='ico-register']]
2021-06-27 19:06:950 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (0a74fa9ef77dfe6d93abd89cbefefdb9)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 19:06:418 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:248 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (c1fe45ed6f6fae963da2dcd8f4ee117d)] -> xpath: //a[@class='ico-register']]
2021-06-27 19:06:439 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (c1fe45ed6f6fae963da2dcd8f4ee117d)] -> id: LastName]
2021-06-27 19:06:642 INFO  LoginPage :45 - Entering email address : vrajeshpatel13583@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (c1fe45ed6f6fae963da2dcd8f4ee117d)] -> id: Email]
2021-06-27 19:06:789 INFO  LoginPage :50 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (c1fe45ed6f6fae963da2dcd8f4ee117d)] -> id: Password]
2021-06-27 19:06:916 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (c1fe45ed6f6fae963da2dcd8f4ee117d)] -> id: ConfirmPassword]
2021-06-27 19:06:953 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (c1fe45ed6f6fae963da2dcd8f4ee117d)] -> xpath: //button[@id='register-button']]
2021-06-27 19:06:93 INFO  RegisterPage :51 - Verify First Name Text : [[ChromeDriver: chrome on WINDOWS (c1fe45ed6f6fae963da2dcd8f4ee117d)] -> xpath: //span[@id='FirstName-error']]
2021-06-27 19:06:17 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:404 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> xpath: //a[@class='ico-register']]
2021-06-27 19:06:583 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> id: FirstName]
2021-06-27 19:06:723 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> id: LastName]
2021-06-27 19:06:881 INFO  LoginPage :45 - Entering email address : vrajeshpatel@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> id: Email]
2021-06-27 19:06:68 INFO  LoginPage :50 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> id: Password]
2021-06-27 19:06:223 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> id: ConfirmPassword]
2021-06-27 19:06:261 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> xpath: //button[@id='register-button']]
2021-06-27 19:06:600 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (9176ff58e5910a24b1b1173dbb258abd)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-30 17:06:987 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:27 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (7b19dc97c5fdfc3dcfc51bd515fc48a0)] -> link text: Computers]
2021-06-30 17:06:461 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (7b19dc97c5fdfc3dcfc51bd515fc48a0)] -> link text: Desktops]
2021-06-30 17:06:501 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (7b19dc97c5fdfc3dcfc51bd515fc48a0)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-30 17:06:733 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:833 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (5aa3b218560830bcbdf5b6ab6e3a603a)] -> link text: Computers]
2021-06-30 17:06:375 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (5aa3b218560830bcbdf5b6ab6e3a603a)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-30 17:06:417 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (5aa3b218560830bcbdf5b6ab6e3a603a)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-30 17:06:508 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:212 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (e1efa2c269fd43f450b6af117cc85404)] -> link text: Computers]
2021-06-30 17:06:166 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (e1efa2c269fd43f450b6af117cc85404)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-30 17:06:203 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (e1efa2c269fd43f450b6af117cc85404)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-30 17:06:314 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:710 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (fb31ad2972bd07e479d88c3ccde5fbf3)] -> link text: Log in]
2021-06-30 17:06:750 INFO  LoginPage :59 - Getting text from : [[ChromeDriver: chrome on WINDOWS (fb31ad2972bd07e479d88c3ccde5fbf3)] -> xpath: //div[@class='page-title']//h1]
2021-06-30 17:06:950 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:707 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> xpath: //a[@class='ico-register']]
2021-06-30 17:06:872 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> id: FirstName]
2021-06-30 17:06:09 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> id: LastName]
2021-06-30 17:06:146 INFO  LoginPage :45 - Entering email address : vrajeshpatel@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> id: Email]
2021-06-30 17:06:270 INFO  LoginPage :50 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> id: Password]
2021-06-30 17:06:391 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> id: ConfirmPassword]
2021-06-30 17:06:409 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> xpath: //button[@id='register-button']]
2021-06-30 17:06:390 INFO  LoginPage :71 - Clicking On Logout Button : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> xpath: //a[contains(text(),'Log out')]]
2021-06-30 17:06:341 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (3a9261edbcfea68e4afedac052baf738)] -> link text: Log in]
2021-06-30 17:06:729 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:962 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (7ed25d073f2db5b8fc1c4b3dbcc3939b)] -> link text: Log in]
2021-06-30 17:06:84 INFO  LoginPage :45 - Entering email address : abcd123@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (7ed25d073f2db5b8fc1c4b3dbcc3939b)] -> id: Email]
2021-06-30 17:06:225 INFO  LoginPage :50 - Entering password : xyz123 to password field : [[ChromeDriver: chrome on WINDOWS (7ed25d073f2db5b8fc1c4b3dbcc3939b)] -> id: Password]
2021-06-30 17:06:260 INFO  LoginPage :54 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (7ed25d073f2db5b8fc1c4b3dbcc3939b)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 17:06:451 INFO  LoginPage :65 - Verify Error Message: Proxy element for: DefaultElementLocator 'By.cssSelector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-1 div.page.login-page div.page-body div.customer-blocks div.returning-wrapper.fieldset form:nth-child(1) > div.message-error.validation-summary-errors:nth-child(1)'
2021-06-30 17:06:961 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:521 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (2993de1dd5d96e6ed590b8d4d37c9b67)] -> link text: Log in]
2021-06-30 17:06:642 INFO  LoginPage :45 - Entering email address : xyz@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (2993de1dd5d96e6ed590b8d4d37c9b67)] -> id: Email]
2021-06-30 17:06:782 INFO  LoginPage :50 - Entering password : abc123 to password field : [[ChromeDriver: chrome on WINDOWS (2993de1dd5d96e6ed590b8d4d37c9b67)] -> id: Password]
2021-06-30 17:06:817 INFO  LoginPage :54 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (2993de1dd5d96e6ed590b8d4d37c9b67)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 17:06:995 INFO  LoginPage :65 - Verify Error Message: Proxy element for: DefaultElementLocator 'By.cssSelector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-1 div.page.login-page div.page-body div.customer-blocks div.returning-wrapper.fieldset form:nth-child(1) > div.message-error.validation-summary-errors:nth-child(1)'
2021-06-30 17:06:180 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:882 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (f4246b3329dd26a81c5d8a01dbebe302)] -> link text: Log in]
2021-06-30 17:06:22 INFO  LoginPage :45 - Entering email address : amdnff@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (f4246b3329dd26a81c5d8a01dbebe302)] -> id: Email]
2021-06-30 17:06:143 INFO  LoginPage :50 - Entering password : xyz123 to password field : [[ChromeDriver: chrome on WINDOWS (f4246b3329dd26a81c5d8a01dbebe302)] -> id: Password]
2021-06-30 17:06:163 INFO  LoginPage :54 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (f4246b3329dd26a81c5d8a01dbebe302)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 17:06:872 INFO  LoginPage :65 - Verify Error Message: Proxy element for: DefaultElementLocator 'By.cssSelector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-1 div.page.login-page div.page-body div.customer-blocks div.returning-wrapper.fieldset form:nth-child(1) > div.message-error.validation-summary-errors:nth-child(1)'
2021-06-30 17:06:22 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:463 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:21 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (a7714fc9598fc572a8c344d976b991cd)] -> link text: Computers]
2021-06-30 17:06:29 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (a7714fc9598fc572a8c344d976b991cd)] -> link text: Desktops]
2021-06-30 17:06:111 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (a7714fc9598fc572a8c344d976b991cd)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-30 17:06:727 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:766 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (5a68018d0ab67631f4288c6be554b3a1)] -> link text: Computers]
2021-06-30 17:06:293 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (5a68018d0ab67631f4288c6be554b3a1)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-30 17:06:325 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (5a68018d0ab67631f4288c6be554b3a1)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-30 17:06:293 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:788 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (c64b1fceef09715aff3403ca57eac492)] -> link text: Computers]
2021-06-30 17:06:00 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (c64b1fceef09715aff3403ca57eac492)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-30 17:06:30 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (c64b1fceef09715aff3403ca57eac492)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-30 17:06:970 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:415 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (50df886288ea29326ae68f96cd231fa1)] -> link text: Log in]
2021-06-30 17:06:447 INFO  LoginPage :59 - Getting text from : [[ChromeDriver: chrome on WINDOWS (50df886288ea29326ae68f96cd231fa1)] -> xpath: //div[@class='page-title']//h1]
2021-06-30 17:06:451 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:154 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> xpath: //a[@class='ico-register']]
2021-06-30 17:06:304 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> id: FirstName]
2021-06-30 17:06:434 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> id: LastName]
2021-06-30 17:06:569 INFO  LoginPage :45 - Entering email address : vrajeshpatel123@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> id: Email]
2021-06-30 17:06:695 INFO  LoginPage :50 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> id: Password]
2021-06-30 17:06:817 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> id: ConfirmPassword]
2021-06-30 17:06:856 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> xpath: //button[@id='register-button']]
2021-06-30 17:06:852 INFO  LoginPage :71 - Clicking On Logout Button : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> xpath: //a[contains(text(),'Log out')]]
2021-06-30 17:06:372 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (22094d9799dde139d3b2b78b60727981)] -> link text: Log in]
2021-06-30 17:06:879 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:628 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (d291f92c72a24bb374477a559896f28e)] -> link text: Log in]
2021-06-30 17:06:746 INFO  LoginPage :45 - Entering email address : abcd123@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (d291f92c72a24bb374477a559896f28e)] -> id: Email]
2021-06-30 17:06:874 INFO  LoginPage :50 - Entering password : xyz123 to password field : [[ChromeDriver: chrome on WINDOWS (d291f92c72a24bb374477a559896f28e)] -> id: Password]
2021-06-30 17:06:912 INFO  LoginPage :54 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (d291f92c72a24bb374477a559896f28e)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 17:06:80 INFO  LoginPage :65 - Verify Error Message: Proxy element for: DefaultElementLocator 'By.cssSelector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-1 div.page.login-page div.page-body div.customer-blocks div.returning-wrapper.fieldset form:nth-child(1) > div.message-error.validation-summary-errors:nth-child(1)'
2021-06-30 17:06:220 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:885 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (79ff649b7ec58a1046ee71a94e47d033)] -> link text: Log in]
2021-06-30 17:06:23 INFO  LoginPage :45 - Entering email address : xyz@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (79ff649b7ec58a1046ee71a94e47d033)] -> id: Email]
2021-06-30 17:06:177 INFO  LoginPage :50 - Entering password : abc123 to password field : [[ChromeDriver: chrome on WINDOWS (79ff649b7ec58a1046ee71a94e47d033)] -> id: Password]
2021-06-30 17:06:219 INFO  LoginPage :54 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (79ff649b7ec58a1046ee71a94e47d033)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 17:06:378 INFO  LoginPage :65 - Verify Error Message: Proxy element for: DefaultElementLocator 'By.cssSelector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-1 div.page.login-page div.page-body div.customer-blocks div.returning-wrapper.fieldset form:nth-child(1) > div.message-error.validation-summary-errors:nth-child(1)'
2021-06-30 17:06:493 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:968 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (883a0a2b950f05d436b576c7ebf985ab)] -> link text: Log in]
2021-06-30 17:06:171 INFO  LoginPage :45 - Entering email address : amdnff@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (883a0a2b950f05d436b576c7ebf985ab)] -> id: Email]
2021-06-30 17:06:358 INFO  LoginPage :50 - Entering password : xyz123 to password field : [[ChromeDriver: chrome on WINDOWS (883a0a2b950f05d436b576c7ebf985ab)] -> id: Password]
2021-06-30 17:06:400 INFO  LoginPage :54 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (883a0a2b950f05d436b576c7ebf985ab)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 17:06:539 INFO  LoginPage :65 - Verify Error Message: [[ChromeDriver: chrome on WINDOWS (883a0a2b950f05d436b576c7ebf985ab)] -> css selector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-1 div.page.login-page div.page-body div.customer-blocks div.returning-wrapper.fieldset form:nth-child(1) > div.message-error.validation-summary-errors:nth-child(1)]
2021-06-30 17:06:976 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:953 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (8a3d07e9a00af7b8d9513cfb29d09485)] -> xpath: //a[@class='ico-register']]
2021-06-30 17:06:984 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (8a3d07e9a00af7b8d9513cfb29d09485)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-30 17:06:01 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:780 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (fbb45d7770201c8fea9e1fbbf5727d72)] -> xpath: //a[@class='ico-register']]
2021-06-30 17:06:908 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (fbb45d7770201c8fea9e1fbbf5727d72)] -> id: LastName]
2021-06-30 17:06:59 INFO  LoginPage :45 - Entering email address : vrajeshpatel13583@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (fbb45d7770201c8fea9e1fbbf5727d72)] -> id: Email]
2021-06-30 17:06:169 INFO  LoginPage :50 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (fbb45d7770201c8fea9e1fbbf5727d72)] -> id: Password]
2021-06-30 17:06:267 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (fbb45d7770201c8fea9e1fbbf5727d72)] -> id: ConfirmPassword]
2021-06-30 17:06:297 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (fbb45d7770201c8fea9e1fbbf5727d72)] -> xpath: //button[@id='register-button']]
2021-06-30 17:06:404 INFO  RegisterPage :51 - Verify First Name Text : [[ChromeDriver: chrome on WINDOWS (fbb45d7770201c8fea9e1fbbf5727d72)] -> xpath: //span[@id='FirstName-error']]
2021-06-30 17:06:360 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:269 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> xpath: //a[@class='ico-register']]
2021-06-30 17:06:416 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> id: FirstName]
2021-06-30 17:06:554 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> id: LastName]
2021-06-30 17:06:716 INFO  LoginPage :45 - Entering email address : vrajeshpatel@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> id: Email]
2021-06-30 17:06:852 INFO  LoginPage :50 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> id: Password]
2021-06-30 17:06:946 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> id: ConfirmPassword]
2021-06-30 17:06:962 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> xpath: //button[@id='register-button']]
2021-06-30 17:06:290 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (57fb06583b0fdc0755ec4a27a821a45d)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-30 17:06:278 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 17:06:275 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (3b00bab2b5e77f1abf687a72737c0604)] -> link text: Computers]
2021-06-30 17:06:488 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (3b00bab2b5e77f1abf687a72737c0604)] -> link text: Desktops]
